name,method_name,qiskit_version,date,platform_name,sample_size,seed,optimization_level,metric_name,metric_value
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,100,3,circuit depth,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,100,3,gate count,19
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,201,3,circuit depth,12
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,201,3,gate count,18
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,2,3,circuit depth,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,2,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,103,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,103,3,gate count,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,104,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,104,3,gate count,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,5,3,circuit depth,12
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,5,3,gate count,23
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,306,3,circuit depth,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,306,3,gate count,25
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,7,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,7,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,8,3,circuit depth,12
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,8,3,gate count,18
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,409,3,circuit depth,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,409,3,gate count,22
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,10,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,10,3,gate count,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,11,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,11,3,gate count,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,12,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,12,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,113,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,113,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,14,3,circuit depth,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,14,3,gate count,20
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,15,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,15,3,gate count,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,16,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,16,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,17,3,circuit depth,12
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,ibm_rochester,100,17,3,gate count,21
