name,method_name,qiskit_version,release_date,sample_size,platform_name,metric_name,metric_value,seed
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,11,23
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,24
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,24
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,25
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,25
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,9,26
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,17,26
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,27
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,27
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,28
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,19,28
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,6,29
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,9,29
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,30
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,19,30
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,31
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,11,31
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,13,32
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,19,32
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,13,33
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,22,33
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,34
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,17,34
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,35
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,35
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,36
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,11,36
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,37
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,12,37
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,11,38
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,20,38
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,39
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,39
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,40
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,15,40
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,13,41
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,20,41
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,9,42
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,19,42
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,43
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,18,43
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,44
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,17,44
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,45
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,13,45
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,46
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,12,46
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,47
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,47
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,48
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,12,48
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,49
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,17,49
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,50
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,50
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,51
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,51
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,52
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,19,52
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,53
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,53
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,54
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,19,54
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,55
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,55
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,56
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,14,56
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,57
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,19,57
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,58
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,11,58
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,59
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,15,59
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,60
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,19,60
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,61
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,18,61
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,62
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,17,62
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,63
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,19,63
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,64
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,19,64
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,65
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,11,65
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,11,66
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,20,66
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,67
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,15,67
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,68
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,11,68
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,69
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,19,69
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,70
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,12,70
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,71
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,71
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,72
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,14,72
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,73
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,12,73
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,11,74
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,74
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,75
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,75
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,11,76
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,76
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,77
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,77
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,78
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,15,78
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,79
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,18,79
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,80
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,15,80
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,81
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,13,81
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,82
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,19,82
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,83
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,14,83
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,84
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,11,84
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,85
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,19,85
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,86
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,14,86
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,87
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,11,87
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,88
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,14,88
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,89
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,89
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,90
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,14,90
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,91
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,15,91
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,92
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,18,92
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,93
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,15,93
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,94
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,94
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,95
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,11,95
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,10,96
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,16,96
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,97
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,11,97
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,98
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,15,98
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth,8,99
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count,15,99
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth - ave,9.14
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,circuit depth - stdev,1.263
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count - ave,15.3
tket-ex1_226.qasm circuit benchmark,qiskit compilation,0.24.1,,100,rigetti_16q_aspen,gate count - stdev,2.787
