|Qasm file|Method|Date|Opt level|Platform|Seed|Circuit depth|Gate count
0|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|100|13|19
1|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|201|12|18
2|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|2|9|17
3|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|103|8|13
4|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|104|10|14
5|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|5|12|23
6|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|306|17|25
7|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|7|10|17
8|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|8|12|18
9|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|409|14|22
10|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|10|8|13
11|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|11|10|14
12|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|12|10|17
13|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|113|10|17
14|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|14|13|20
15|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|15|8|13
16|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|16|11|17
17|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|17|12|21
18|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|18|10|14
19|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|19|9|17
20|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|20|14|20
21|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|21|12|18
22|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|22|10|17
23|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|23|13|21
24|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|24|13|19
25|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|25|11|17
26|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|126|10|17
27|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|27|12|19
28|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|28|10|17
29|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|129|10|17
30|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|30|9|17
31|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|31|11|22
32|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|32|10|17
33|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|33|14|22
34|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|134|11|17
35|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|135|10|14
36|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|36|9|14
37|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|137|9|13
38|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|38|9|17
39|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|39|12|18
40|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|40|16|25
41|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|41|11|16
42|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|142|10|17
43|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|43|11|17
44|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|44|12|18
45|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|45|13|19
46|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|46|11|15
47|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|47|13|19
48|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|48|9|13
49|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|149|10|15
50|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|50|11|17
51|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|51|9|13
52|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|52|11|15
53|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|53|10|14
54|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|54|13|19
55|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|55|11|17
56|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|156|11|18
57|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|157|11|17
58|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|58|10|17
59|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|59|11|17
60|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|260|12|19
61|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|61|13|21
62|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|262|10|17
63|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|163|9|13
64|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|164|10|17
65|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|65|11|17
66|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|66|10|14
67|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|67|11|16
68|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|68|15|24
69|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|169|17|25
70|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|170|11|17
71|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|171|12|18
72|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|72|15|21
73|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|73|10|14
74|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|474|12|19
75|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|75|14|20
76|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|76|17|23
77|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|77|11|17
78|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|78|17|26
79|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|179|14|20
80|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|80|13|21
81|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|81|11|17
82|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|82|11|15
83|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|83|11|17
84|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|184|10|15
85|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|85|13|21
86|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|86|11|19
87|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|87|11|17
88|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|88|12|20
89|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|89|9|17
90|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|90|9|13
91|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|291|12|20
92|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|92|9|17
93|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|193|9|17
94|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|94|10|17
95|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|95|13|21
96|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|196|14|23
97|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|97|11|17
98|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|98|10|17
99|ex1_226.qasm|Qiskit 0.20.2 compilation|2022-05-18|3|ibm_rochester|199|12|18
