|Qasm file|Method|Date|Opt level|Platform|Seed|Circuit depth|Gate count
0|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|0|8|16
1|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|1|10|16
2|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|2|9|13
3|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|3|10|15
4|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|4|8|14
5|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|5|9|13
6|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|6|8|16
7|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|7|8|13
8|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|8|8|12
9|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|9|10|18
10|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|10|8|14
11|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|11|9|14
12|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|12|8|15
13|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|13|10|19
14|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|14|8|14
15|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|15|10|16
16|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|16|8|11
17|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|17|10|18
18|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|18|8|13
19|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|19|8|11
20|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|20|8|11
21|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|21|10|16
22|ex1_226.qasm|Qiskit 0.24.1 compilation|2023-06-02|3|rigetti_16q_aspen|22|8|14
