|Qasm file|Method|Date|Opt level|Platform|Seed|Circuit depth|Gate count
0|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|0|10|18
1|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|1|10|16
2|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|2|10|19
3|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|3|11|17
4|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|4|10|19
5|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|5|9|13
6|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|6|8|15
7|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|7|8|13
8|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|8|8|11
9|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|9|10|18
10|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|10|8|12
11|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|11|9|14
12|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|12|12|20
13|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|13|10|17
14|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|14|8|14
15|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|15|11|17
16|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|16|8|11
17|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|17|10|16
18|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|18|8|13
19|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|19|8|11
20|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|20|8|11
21|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|21|10|16
22|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|22|11|17
23|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|23|8|12
24|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|24|10|16
25|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|25|8|15
26|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|26|10|17
27|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|27|8|15
28|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|28|8|12
29|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|29|10|16
30|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|30|8|14
31|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|31|10|18
32|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|32|10|16
33|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|33|8|14
34|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|34|10|17
35|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|35|10|16
36|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|36|8|11
37|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|37|8|12
38|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|38|13|21
39|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|39|10|16
40|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|40|10|15
41|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|41|8|16
42|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|42|10|17
43|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|43|11|18
44|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|44|10|18
45|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|45|11|19
46|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|46|8|12
47|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|47|10|16
48|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|48|8|12
49|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|49|10|17
50|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|50|8|12
51|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|51|10|16
52|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|52|10|19
53|ex1_226.qasm|Qiskit 0.23.3 compilation|2023-03-21|3|rigetti_16q_aspen|53|8|13
