|Qasm file|Method|Date|Opt level|Platform|Seed|Circuit depth|Gate count
0|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|0|16|28
1|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|1|20|34
2|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|2|17|29
3|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|3|17|29
4|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|4|14|23
5|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|5|20|34
6|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|6|20|34
7|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|7|16|27
8|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|8|17|29
9|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|9|20|34
10|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|10|17|28
11|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|11|19|33
12|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|12|20|34
13|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|13|17|28
14|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|14|17|28
15|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|15|19|33
16|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|16|17|29
17|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|17|20|34
18|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|18|14|23
19|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|19|20|33
20|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|20|20|34
21|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|21|17|29
22|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|22|16|28
23|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|23|18|32
24|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|24|18|32
25|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|25|16|28
26|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|26|14|23
27|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|27|20|34
28|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|28|17|29
29|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|29|17|29
30|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|30|16|27
31|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|31|16|28
32|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|32|20|34
33|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|33|20|34
34|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|34|18|32
35|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|35|20|33
36|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|36|18|32
37|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|37|20|33
38|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|38|20|34
39|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|39|17|29
40|ex1_226.qasm|Qiskit 0.14.2 compilation|2020-06-15|3|rigetti_16q_aspen|40|16|28
